TLID,FNODE,TNODE,LENGTH
62072254,27042,27081,75.0742
62072255,27180,27114,119.48217
62072257,26907,27004,144.47043
62072258,27180,27239,179.21164
62072259,27360,27315,273.50733
62072260,27315,27314,241.55838
62072261,27314,26882,1309.62631
62072262,27314,27261,167.60823
62072263,27105,27217,242.04621
62072265,27534,27534,249.62141
62072266,27534,27528,200.01184
62072267,27601,27791,957.30479
62072268,27601,27557,158.72384
62072269,27675,27601,433.16323
62072271,27675,27684,62.32579
62072272,27118,27203,184.58381
62072275,27203,27252,134.74297
62072276,27252,27313,228.30051
62072279,68,67,7.56506
62072280,27302,27336,150.13236
62072285,27528,27466,146.5976
62072286,27557,27528,67.12994
62072291,27461,27627,506.9945
62072298,27239,27323,439.46031
62072299,27207,27239,154.28543
62072300,27207,27280,164.30964
62072301,27234,27280,262.10132
62072302,27323,27366,157.34062
62072303,27366,27442,168.74734
62072305,27280,27504,609.31971
62072307,27442,27472,75.51304
62072308,27589,27442,492.42825
62072314,27705,27717,773.29381
62072316,27777,27807,152.27844
62072321,27807,27815,326.70412
62072322,27815,27717,483.30828
62072323,27843,27841,173.44147
62072324,27841,27815,134.44276
62072332,27915,27841,236.29925
62072334,28012,27992,111.38347
62072335,28011,28012,144.31706
62072342,28100,28140,265.60453
62072343,28100,28143,150.3143
62072345,28492,28487,300.85674
62072346,28269,28335,911.14064
62072347,28335,28201,569.66491
62072350,28469,28479,69.08419
62072351,28481,28469,150.16116
62072352,28403,28469,202.00014
62072355,75,68,84.93185
62072357,28529,28487,663.05526
62072359,28587,28608,327.92126
62072360,28608,28612,70.35561
62072361,28511,28524,312.44274
62072362,28518,28511,68.29186
62072363,28437,28518,546.27059
62072368,28518,28587,906.30297
62072369,28623,28614,363.77965
62072370,28010,28041,117.02138
62072374,28623,28626,177.71504
62072384,25991,26119,179.36352
62072385,26076,26199,275.61726
62072386,26229,26261,108.86813
62072388,26199,26229,61.98206
62072389,26229,26324,141.10486
62072390,26198,26273,235.07626
62072391,26273,26397,181.77525
62072392,26273,26324,150.11193
62072393,26324,26520,302.44842
62072394,25991,26076,177.76154
62072396,26119,26766,967.32134
62072400,25929,25900,105.73313
62072401,25877,25929,75.08882
62072405,26034,25968,123.57241
62072406,25909,26034,149.1143
62072407,26070,26034,129.57564
62072408,26034,26111,92.76912
62072410,26052,26070,207.70432
62072411,25929,26052,131.72448
62072412,26070,26178,133.95578
62072413,26185,26178,166.74353
62072415,26308,26309,111.0127
62072416,26178,26308,172.99935
62072417,26317,26308,134.33386
62072418,26185,26317,184.68045
62072419,26331,26317,79.61135
62072422,26089,26023,110.00301
62072423,26089,26169,128.65753
62072425,26169,26230,95.75499
62072429,26767,26778,37.52786
62072430,26905,26778,161.88357
62072431,26797,26939,193.47442
62072432,26639,26677,75.98634
62072433,26677,26735,97.22277
62072434,26735,26811,116.13702
62072438,26778,26866,219.67361
62072442,26939,26905,102.85937
62072444,26972,26939,105.73152
62072445,27234,27150,207.85197
62072446,27179,27050,229.753
62072447,27049,27052,113.88739
62072448,27061,27049,68.81714
62072449,26972,27061,142.3317
62072450,27104,27061,160.04594
62072451,27049,27090,116.10773
62072452,27179,27189,58.13913
62072453,27189,27279,240.23784
62072454,27184,27179,211.10191
62072455,27061,27184,207.57033
62072456,27149,27184,340.15038
62072457,27184,27264,214.8644
62072458,26976,26735,437.26254
62072459,26811,26972,206.52208
62072460,27080,26972,400.24774
62072461,26897,26976,103.79115
62072462,26976,27027,72.66886
62072464,27027,27080,130.15027
62072465,27080,27149,104.38162
62072466,27127,27149,159.22216
62072467,27149,27196,95.14041
62072468,27196,27249,344.9712
62072469,27212,27196,251.62099
62072470,27112,27127,92.52331
62072471,27127,27212,209.99021
62072473,27039,27112,393.83674
62072475,26552,26547,78.18883
62072476,26512,26552,117.0984
62072477,26552,26623,94.50787
62072479,26451,26512,77.21903
62072480,26512,26602,239.62549
62072481,26512,26708,286.75847
62072482,26707,26610,300.23527
62072483,26696,26784,144.99587
62072484,26708,26696,205.57896
62072485,26696,26766,187.64418
62072486,26766,27039,409.3822
62072487,26708,26855,204.874
62072488,26620,26541,235.08405
62072489,26230,26332,156.53159
62072490,26620,26707,151.24762
62072491,26707,26775,91.75954
62072492,26898,26870,67.72205
62072493,27010,27039,112.58695
62072496,27010,27074,215.38412
62072497,26855,26737,163.52829
62072498,26855,26926,97.23289
62072499,26775,26926,359.4361
62072500,26926,26985,104.05524
62072501,26985,26932,69.106
62072502,26985,27023,140.55324
62072505,27174,27211,358.57817
62072506,27015,27000,19.34914
62072507,27015,27035,92.59693
62072508,26898,26892,104.97579
62072509,27048,27009,76.80042
62072510,27048,27073,95.31278
62072511,27073,27029,76.80112
62072512,27073,27087,70.3909
62072513,27044,27015,72.61912
62072516,27087,27044,100.28979
62072517,27103,27138,121.25773
62072518,27148,27174,53.07611
62072519,27087,27103,72.81043
62072520,27195,27174,175.34419
62072521,25863,26457,744.59113
62072532,25973,26005,25.95793
62072534,26005,26148,261.97629
62072536,26346,26337,45.23998
62072537,26148,26346,260.52052
62072538,26345,26346,188.72064
62072539,26346,26683,484.45941
62072540,26005,26345,441.84235
62072541,26344,26345,188.72056
62072543,25966,25994,25.95917
62072544,25987,25994,56.17644
62072545,25986,25987,55.506
62072546,25882,25958,132.1744
62072547,25958,25986,42.22594
62072548,26030,25986,93.457
62072550,25926,25862,135.60861
62072551,25881,26143,304.70521
62072552,25988,25926,87.88185
62072553,25926,25993,88.73489
62072555,26022,26206,224.97377
62072556,25994,26039,51.91834
62072559,26177,26206,105.73618
62072561,26101,26030,116.30375
62072562,25881,26101,399.49258
62072563,26205,26101,178.21329
62072564,26127,26215,143.32285
62072565,26215,26193,56.30138
62072566,26215,26307,143.92668
62072569,26272,26215,183.82945
62072570,26272,26387,191.18289
62072572,26354,26344,89.23019
62072573,26272,26354,152.00509
62072574,26307,26336,61.99831
62072575,26307,26387,160.29396
62072576,26387,26515,189.71
62072577,26160,26088,87.24476
62072578,26072,26045,208.87542
62072579,26143,26160,145.34957
62072580,26160,26205,98.52856
62072582,26143,26197,70.11425
62072583,26197,26302,142.35947
62072584,26192,26197,78.18868
62072586,26045,26192,181.73027
62072588,25960,25988,50.0809
62072597,26138,25861,332.29164
62072598,26166,26138,75.06538
62072599,26159,26166,100.28471
62072601,26302,26205,292.54659
62072603,26302,26414,148.7801
62072605,26170,26219,65.33811
62072607,26166,26242,104.44182
62072611,26369,26382,222.6972
62072612,25862,26045,207.69174
62072615,26457,26568,169.46287
62072617,26419,26457,249.80604
62072618,26419,26655,340.60487
62072619,26345,26488,182.04366
62072620,26488,26584,159.24436
62072621,26655,26659,34.4092
62072622,26683,26655,137.63687
62072623,26695,26683,190.49743
62072624,26810,26803,89.23023
62072625,26719,26711,68.63611
62072626,26817,26812,98.2792
62072629,26803,26803,579.76843
62072630,26983,26984,44.40488
62072631,26992,26983,56.1764
62072632,26992,26942,55.77799
62072633,26992,26996,177.83008
62072634,27111,26992,218.71533
62072635,26810,26881,86.52302
62072637,26938,26942,285.5629
62072638,26938,26948,45.24001
62072639,26938,26871,201.95965
62072640,26948,26921,36.34731
62072641,26948,26982,44.66469
62072642,26983,27045,114.3783
62072643,27111,27165,278.47775
62072644,27126,27111,81.92917
62072645,27095,27126,159.28007
62072646,27095,27072,61.99568
62072647,27095,27137,68.31568
62072648,27063,27095,123.89064
62072649,27126,27147,34.60974
62072650,27147,27147,121.99972
62072651,26344,26438,121.64706
62072652,26354,26484,173.52206
62072653,26498,26484,79.61214
62072654,26438,26488,204.16922
62072655,26387,26498,262.57571
62072656,26515,26597,215.00038
62072657,26515,26498,306.75251
62072658,26608,26598,34.40941
62072659,26726,26608,164.41084
62072660,26643,26608,212.03062
62072661,26597,26666,251.81005
62072663,26668,26658,67.16693
62072664,26583,26668,113.03358
62072665,26658,26719,80.97805
62072667,26667,26734,95.82846
62072668,26667,26676,56.17644
62072669,26744,26726,124.84206
62072670,26706,26675,84.45234
62072671,26597,26643,75.10658
62072672,26643,26706,105.0352
62072673,26726,26734,162.78496
62072674,26706,26744,48.63082
62072675,26809,26765,90.03199
62072677,26536,26469,117.74721
62072678,26551,26536,81.93018
62072679,26414,26551,217.95055
62072680,26578,26551,85.06924
62072681,26551,26589,53.09558
62072682,26607,26578,116.28351
62072683,26567,26578,337.13623
62072685,26540,26567,85.06977
62072686,26607,26550,70.1156
62072687,26627,26607,61.27741
62072688,26567,26627,120.42209
62072689,26733,26725,47.65842
62072690,26666,26796,299.33594
62072691,26783,26809,111.80801
62072692,26733,26783,75.10773
62072694,26783,26822,61.68451
62072696,26666,26733,105.03822
62072697,26743,26782,84.45404
62072698,26782,26834,130.83036
62072699,26648,26627,165.326
62072700,26619,26648,129.55289
62072701,26648,26742,151.29288
62072702,26742,26847,184.61944
62072703,26742,26796,88.73549
62072704,26796,26990,300.44073
62072705,26773,26712,259.9436
62072706,26821,26773,70.118
62072707,26741,26773,116.28393
62072708,26825,26821,67.16693
62072709,26719,26871,196.86927
62072710,26668,27008,442.54929
62072711,26590,27008,607.80758
62072712,26734,26981,316.64195
62072713,26995,26981,120.70318
62072715,27094,26995,276.27137
62072716,26995,27034,75.10474
62072717,27034,27125,230.62561
62072721,26871,27063,270.93579
62072722,27063,27164,171.09922
62072723,27008,27102,167.08436
62072724,26981,27102,238.88413
62072725,27034,27077,82.2424
62072726,27077,27216,347.95622
62072727,27077,27121,82.24207
62072728,27121,27153,76.00267
62072729,27154,27164,51.43563
62072730,27164,27259,242.93477
62072731,27102,27154,89.64581
62072732,27153,27221,196.81797
62072733,27121,27226,254.46068
62072734,27153,27222,178.71887
62072735,27094,27125,98.78836
62072736,27125,27213,201.79291
62072737,27088,27094,23.82913
62072738,26947,26880,109.20202
62072739,26865,26835,56.30258
62072740,26782,26865,117.749
62072741,26865,26931,102.80874
62072743,27007,26971,53.09494
62072745,26931,26947,28.15123
62072746,26947,27007,144.12874
62072747,26896,27020,192.39817
62072749,26796,26834,56.47147
62072750,26834,27084,385.16893
62072751,26834,26896,88.73497
62072752,26896,26970,116.18202
62072753,26821,26847,48.03589
62072754,26847,26980,173.54566
62072758,26980,26990,56.1765
62072759,26969,26980,101.39878
62072760,26980,27060,121.66689
62072761,27020,27093,170.80165
62072762,27093,27158,112.93987
62072763,27093,27094,414.83124
62072764,27110,27158,116.30705
62072770,26990,27157,282.59199
62072776,27189,27234,326.5014
62072777,27335,27351,140.05856
62072778,27241,27260,44.64675
62072779,27260,27264,89.23049
62072780,27206,27260,172.74746
62072781,27212,27249,95.78888
62072782,27264,27322,181.96413
62072783,27320,27322,166.74385
62072784,27322,27335,43.24406
62072785,27309,27320,95.3109
62072786,27383,27320,193.4578
62072787,27312,27309,155.65849
62072788,27374,27309,298.69944
62072789,27422,27383,256.33369
62072790,27383,27395,34.14982
62072791,27319,27312,92.52329
62072792,27249,27319,203.8315
62072793,27330,27319,85.06279
62072794,27312,27333,72.66886
62072795,27319,27346,92.68364
62072796,27346,27527,436.01984
62072797,27346,27374,72.66933
62072798,27374,27422,109.00406
62072802,27602,27484,337.71625
62072803,27599,27691,384.44142
62072804,27454,27476,44.64798
62072805,27476,27492,137.63455
62072806,27453,27476,172.04335
62072807,27422,27453,80.94851
62072808,27563,27566,340.32665
62072809,27584,27596,41.10738
62072810,27596,27566,303.90939
62072811,27602,27596,95.3107
62072812,27676,27602,299.25427
62072813,27566,27553,75.05697
62072814,27566,27574,54.58381
62072815,27453,27553,227.33555
62072816,27553,27527,146.32884
62072817,27527,27547,84.43864
62072818,27245,27306,508.83289
62072820,27306,27245,170.94878
62072821,27211,27263,145.8482
62072822,27230,27263,280.33914
62072823,27174,27230,147.47438
62072824,27244,27230,180.9591
62072825,27263,27303,117.48947
62072826,27303,27299,151.52391
62072827,27303,27350,173.08074
62072832,27345,27359,85.06359
62072833,27359,27390,132.15315
62072834,27350,27390,186.89391
62072835,27350,27386,137.97204
62072836,27386,27449,192.1
62072837,27301,27377,233.83593
62072838,27292,27350,523.24267
62072839,27404,27405,206.45357
62072840,27308,27364,164.74152
62072841,27321,27349,89.31368
62072842,27349,27364,105.734
62072843,27364,27377,75.0597
62072844,27344,27349,101.39829
62072845,27300,27344,147.06909
62072846,27363,27344,112.59036
62072847,27363,27464,372.88779
62072848,27390,27460,177.78004
62072855,27583,27598,75.99015
62072856,27598,27624,129.66512
62072857,27405,27448,318.67389
62072858,27405,27449,144.07609
62072859,27449,27517,262.03182
62072860,27517,27552,144.96213
62072861,27377,27404,90.01964
62072862,27448,27404,117.71724
62072863,27464,27448,124.84112
62072864,27464,27483,48.62027
62072866,27552,27605,194.4772
62072867,27605,27625,200.47591
62072868,27552,27581,254.10113
62072869,27677,27615,251.15799
62072870,27676,27677,111.01294
62072872,27691,27824,704.11789
62072875,27676,27711,173.97084
62072876,27671,27676,722.41238
62072877,27711,27708,157.94747
62072878,27711,27716,61.98339
62072882,27824,27832,45.83404
62072883,27854,28001,432.72507
62072885,27748,27741,56.29249
62072886,27755,27748,48.02264
62072888,27755,27786,137.0743
62072890,27598,27618,123.97295
62072891,27624,27646,109.99662
62072892,27659,27671,347.93398
62072893,27624,27659,128.8657
62072901,27643,27645,18.86922
62072902,27629,27643,64.10149
62072904,27643,27645,10.3803
62072905,27660,27678,149.00293
62072906,27671,27709,181.64344
62072907,27707,27709,144.57554
62072908,27709,27775,331.21853
62072910,27660,27682,145.14992
62072911,27696,27682,116.8279
62072912,27682,27698,88.71147
62072913,27696,27681,60.55182
62072914,27695,27696,100.28513
62072915,27696,27710,88.71215
62072916,27734,27727,252.73905
62072918,27605,27642,140.1804
62072919,27678,27695,70.08766
62072920,27678,27683,97.38407
62072921,27610,27648,213.97226
62072922,27648,27662,61.99068
62072923,27695,27727,155.70664
62072924,27727,27731,35.41312
62072925,27727,27737,26.03761
62072926,27730,27704,131.82986
62072927,27730,27725,68.81779
62072929,27746,27767,119.73649
62072931,27775,27755,253.1374
62072933,27775,27809,131.63292
62072934,27809,27814,145.34973
62072935,27806,27809,67.16693
62072937,27873,27865,133.58586
62072938,27874,27848,146.94931
62072939,27803,27798,37.52987
62072940,27798,27766,135.17279
62072941,27793,27798,61.2739
62072943,27793,27774,78.64617
62072948,27645,27660,51.1807
62072949,27406,27363,144.08292
62072957,27406,27464,380.01422
62072958,27403,27595,842.74315
62072959,27595,27610,116.83135
62072960,27610,27647,257.13673
62072961,27608,27614,65.41115
62072964,27515,27482,95.62863
62072965,27587,27515,268.04912
62072966,27538,27515,273.96838
62072967,27590,27607,70.10254
62072968,27587,27607,309.68336
62072969,27489,27538,123.15486
62072970,27567,27538,135.60266
62072971,27604,27587,130.82529
62072972,27226,27154,286.75068
62072973,27222,27226,67.16693
62072974,27221,27222,77.70841
62072975,27259,27287,72.69614
62072978,27287,27339,193.53364
62072981,27213,27216,78.1887
62072982,27216,27221,89.23016
62072984,27339,27382,114.65832
62072985,27401,27392,145.10606
62072986,27362,27392,84.88528
62072987,27372,27413,104.75776
62072988,27398,27401,8.19044
62072989,27158,27213,422.59531
62072994,27358,27361,67.16693
62072995,27361,27348,42.22679
62072996,27361,27393,100.5122
62072997,27439,27393,102.27631
62072998,27307,27368,241.21889
62072999,27487,27511,206.86695
62073000,27342,27389,185.45911
62073004,27368,27389,80.78708
62073006,27376,27368,61.58725
62073008,27357,27376,53.09843
62073009,27376,27370,111.46838
62073011,27392,27413,92.48801
62073012,27413,27503,199.33734
62073014,27503,27479,190.17923
62073015,27488,27567,206.60952
62073016,27573,27567,85.06784
62073017,27567,27604,137.17679
62073018,27401,27421,35.6529
62073019,27551,27578,109.2002
62073020,27578,27564,135.40271
62073021,27479,27429,148.56223
62073022,27393,27398,78.22232
62073023,27398,27401,7.61518
62073024,27439,27438,66.60713
62073025,27469,27439,59.43159
62073026,27479,27469,102.19349
62073027,27564,27479,204.70824
62073028,27469,27471,104.7779
62073030,27471,27487,132.76653
62073031,27520,27469,164.63249
62073033,27458,27432,69.10812
62073036,27511,27480,73.4067
62073037,27511,27525,112.65401
62073038,27572,27586,51.43716
62073041,27526,27511,74.85375
62073042,27526,27537,34.16121
62073043,27582,27579,58.6893
