TLID,FNODE,TNODE,LENGTH
62070684,15618,15762,173.50461
62070688,16085,16058,71.47654
62070689,15767,16085,301.89207
62070692,16085,16142,69.05675
62070696,15783,15583,310.25421
62070698,15583,16270,653.60851
62070703,16563,16584,179.50546
62070708,15322,15184,157.15349
62070709,15300,15184,186.8679
62070711,15755,15300,607.27559
62070723,17740,17007,1365.80905
62070725,18775,19801,1338.48163
62070726,16672,16697,198.77816
62070727,16672,17007,455.94809
62070728,17007,17179,207.93801
62070729,17634,17179,790.14966
62070730,17179,17677,527.81827
62070731,17179,17121,345.06002
62070732,17218,17677,474.08829
62070734,16779,16483,510.35246
62070735,16755,16779,564.59467
62070736,17218,16779,429.85833
62070737,17218,16895,894.52287
62070738,18059,17949,593.49639
62070740,19081,17949,1060.75252
62070741,19142,18978,561.45367
62070750,20772,20598,623.21478
62070756,20598,20317,549.74538
62070758,20317,20298,76.40326
62070762,19081,19142,142.3039
62070763,19216,19142,101.44013
62070764,19608,19081,437.34286
62070765,19608,19435,359.42515
62070766,20433,19608,575.42171
62070768,19435,18644,755.85539
62070771,20433,21362,1011.61487
62070774,20370,20552,136.04617
62070775,20435,20370,455.69058
62070777,21798,21598,1072.89688
62070786,21362,21344,79.60731
62070793,22163,21861,534.11816
62070794,16680,16407,359.45366
62070795,17090,17109,141.70833
62070796,17109,16756,883.63809
62070797,16705,16705,123.44972
62070798,16546,16705,320.37648
62070799,16780,16756,42.19712
62070800,17005,16780,243.88533
62070802,17109,17385,255.61117
62070812,17894,18149,621.97704
62070813,17894,17419,830.84193
62070819,18615,18577,142.5703
62070822,18825,18839,430.22367
62070823,17419,18259,1105.1706
62070826,18631,18615,15.07572
62070827,18839,18631,202.91194
62070831,16336,17073,862.74575
62070832,17177,17073,535.01415
62070833,17348,17073,223.47389
62070834,17347,17348,154.00902
62070835,17694,17348,313.40424
62070836,17347,17347,170.80137
62070838,17669,17694,466.58306
62070840,17177,17675,448.31627
62070846,18316,18278,137.62767
62070847,18359,18278,64.42559
62070848,18913,18359,522.14024
62070850,18598,18359,268.13694
62070851,18913,18776,264.46865
62070853,18685,18437,339.61468
62070854,19053,18987,104.01123
62070855,18932,18987,156.48407
62070856,18987,19018,65.39041
62070857,19072,19018,75.95697
62070883,21216,20936,242.49687
62070897,19638,19639,244.23279
62070898,19890,19639,150.17115
62070899,19197,19346,326.56277
62070900,19541,19346,191.76402
62070902,19324,19197,120.79113
62070903,19334,19324,67.167
62070904,19346,19638,221.74728
62070905,19638,19971,216.29759
62070906,19394,19541,80.87464
62070907,19655,19541,97.15064
62070908,19551,19324,138.70078
62070909,19586,19551,71.47547
62070910,19655,19735,75.95365
62070911,19827,19735,68.26249
62070912,19551,19655,154.2558
62070913,19586,19786,145.7287
62070914,19323,19197,286.84198
62070915,19018,19218,278.24869
62070916,19371,19218,151.13086
62070917,19218,19323,163.65283
62070918,19249,19072,212.18901
62070919,19053,19026,42.20547
62070920,19093,19053,116.27177
62070921,19323,19586,230.23584
62070922,19585,19540,41.08162
62070923,19585,19722,130.08685
62070924,19943,19722,171.65994
62070925,19814,19585,173.30103
62070926,19371,19072,334.31859
62070927,19249,19371,367.62
62070928,19735,19971,289.55076
62070929,19971,20238,197.39191
62070930,20141,19827,286.71086
62070931,19786,19827,146.62885
62070932,19786,19826,25.92294
62070933,19891,19826,88.91331
62070934,20141,20159,122.4216
62070935,19826,20159,253.79892
62070936,20238,20141,146.30576
62070937,20238,20410,130.08354
62070938,20680,20238,403.9062
62070939,20159,20281,123.91095
62070940,20281,20029,341.66474
62070941,20281,20465,145.72499
62070942,20465,20509,58.13537
62070943,20509,20029,459.20112
62070944,19722,19891,117.61521
62070945,20029,19891,106.04337
62070946,19814,19323,404.33395
62070947,19943,19814,157.17483
62070948,20029,19943,136.27609
62070950,20084,19451,493.73665
62070953,20336,20409,359.01061
62070955,20310,20336,135.71667
62070957,20603,20492,77.85973
62070958,20463,20464,66.60876
62070959,20659,20463,142.30499
62070960,20463,20422,146.62903
62070961,20935,20961,71.47397
62070965,21080,21115,61.26077
62070966,21059,21115,54.54641
62070967,21115,21143,71.47426
62070974,21115,21221,102.6912
62070976,21564,21374,205.50307
62070977,21481,21432,93.41533
62070979,21564,21481,82.09194
62070980,21642,21564,116.79351
62070984,21748,21759,23.33739
62070985,21748,21564,181.27707
62070986,20465,20680,186.65509
62070987,20680,20710,41.07955
62070988,20724,20710,78.18929
62070989,20710,20908,221.85765
62070990,20908,20984,284.0513
62070991,20908,20970,93.41692
62070992,20970,20509,441.32352
62070996,21096,21125,61.26221
62070998,20603,20409,330.10279
62070999,20769,20757,145.35023
62071000,20729,20769,119.12618
62071001,20828,20769,60.4884
62071002,20916,20828,285.90315
62071003,20659,20603,185.0363
62071005,20776,20827,185.0363
62071006,20828,20917,151.90999
62071007,20917,20990,284.05196
62071008,20990,20916,116.79765
62071009,20917,21024,86.41078
62071010,21205,21024,212.18143
62071011,20916,20878,140.04938
62071012,21011,20878,133.10832
62071013,20878,20776,117.17423
62071014,20878,20873,100.28615
62071016,20873,20888,112.35193
62071019,21142,21032,130.09147
62071020,21481,21262,253.97695
62071021,21481,21563,166.77456
62071022,21096,21232,114.50535
62071024,21563,21460,116.20951
62071026,21503,21543,135.71644
62071027,21464,21503,218.65118
62071031,21205,21220,45.23885
62071032,21220,20990,209.83109
62071033,21220,21011,328.33772
62071037,21464,21220,213.68687
62071038,21442,21464,207.97768
62071040,21328,21346,178.46225
62071041,21231,21219,67.16699
62071042,21032,21231,167.5358
62071043,21231,21328,77.77507
62071044,21328,21428,87.12683
62071047,21303,21428,466.71566
62071056,16563,16620,70.03725
62071058,16620,16805,223.11345
62071060,16805,16913,141.04001
62071061,16913,17069,145.25525
62071062,17403,17069,375.13042
62071063,17085,16941,151.16769
62071065,17124,17076,56.27992
62071066,17085,17124,51.42347
62071067,17259,17124,160.22654
62071068,16826,17085,439.08554
62071069,16804,16826,48.59276
62071070,17259,17403,364.02178
62071071,17540,17403,170.69355
62071072,17069,17679,642.95561
62071073,17743,17679,88.91886
62071074,17807,17743,156.48852
62071075,17011,17259,446.37676
62071077,17392,17393,299.73749
62071079,17393,17540,333.82348
62071080,17750,17540,204.66354
62071081,17930,17750,387.82781
62071088,17679,17909,225.9881
62071089,17935,17909,311.91936
62071092,18357,18237,181.04628
62071093,18357,18331,116.81286
62071094,18237,18158,72.62152
62071095,18237,18258,79.60937
62071099,18105,18154,52.78451
62071100,18154,18258,105.93348
62071102,18881,18750,171.90204
62071104,18777,18685,149.51167
62071105,18636,18648,47.54758
62071106,18648,18559,449.90377
62071107,18916,18987,483.4043
62071108,18932,18889,36.30616
62071110,19007,18777,354.16909
62071111,18777,18881,136.46439
62071112,18954,18881,121.40978
62071114,18881,18916,126.91434
62071115,19038,18954,140.68756
62071116,19092,19038,93.42208
62071119,19196,19022,239.94411
62071121,18559,18477,90.46955
62071122,18473,18597,106.06304
62071123,18473,18472,33.3043
62071124,18472,18357,107.31286
62071125,18472,18534,94.28191
62071126,18559,18719,157.1432
62071128,18719,18763,257.66272
62071130,18600,18576,92.51912
62071132,18600,18668,82.17566
62071133,18576,18763,218.75803
62071134,18827,18763,198.18476
62071135,19122,18967,146.92562
62071136,19025,18996,41.08742
62071137,18827,18749,104.01856
62071138,18897,18827,88.66819
62071139,19070,18897,185.2524
62071140,18953,18915,48.00427
62071141,18897,18953,84.41571
62071142,18953,19025,118.06059
62071143,17818,17743,72.62504
62071144,17935,17807,117.19889
62071145,17876,17807,160.83989
62071146,17817,17876,193.60952
62071147,17987,17876,95.72791
62071148,17782,17817,103.22312
62071149,18151,17817,311.996
62071150,17987,17950,71.47812
62071151,18095,17987,92.63248
62071152,18095,17935,269.30789
62071153,18308,18095,189.81881
62071154,18186,17987,305.36725
62071156,18151,18186,116.274
62071157,18236,18186,48.58963
62071160,17750,17782,170.07292
62071161,17891,17782,127.04433
62071165,18001,18071,102.84715
62071166,17891,17934,51.98383
62071169,18027,17930,439.88933
62071171,18071,18151,163.95217
62071175,18292,18293,22.20277
62071176,18471,18387,89.99179
62071177,18409,18358,41.09372
62071178,18349,18358,89.23083
62071182,18632,18727,150.65536
62071183,18878,18727,154.81771
62071184,18459,18308,108.94234
62071187,18575,18801,218.38299
62071188,18470,18632,151.14474
62071189,18632,18575,111.83329
62071190,18876,18862,34.40759
62071191,18727,18876,209.34828
62071192,18876,18931,96.66959
62071193,18878,18632,284.3138
62071194,18961,18878,86.43865
62071195,18931,18879,61.96496
62071196,18961,18861,154.76655
62071197,19024,18961,76.75171
62071198,19024,18976,155.57598
62071200,18801,18861,93.93526
62071202,18535,18558,58.13719
62071206,18706,18558,153.51519
62071208,18739,18706,41.09246
62071209,18844,18739,221.29658
62071213,18547,18507,95.30533
62071214,18558,18620,220.99725
62071217,18547,18471,76.99346
62071218,18620,18547,59.77141
62071224,18860,18739,120.83276
62071225,18896,18860,126.91643
62071226,19006,18860,147.37338
62071227,18859,18844,112.35215
62071228,18859,18818,43.22394
62071229,18680,18818,197.48539
62071231,18844,19006,381.32389
62071244,17749,17637,92.65308
62071245,17580,17502,144.80084
62071246,17580,17402,170.1744
62071247,17749,17580,192.44643
62071252,17668,17571,77.82005
62071253,17656,17668,144.57627
62071254,17816,17668,121.05341
62071255,18157,18094,85.16547
62071256,18027,18078,41.09482
62071257,18078,18121,56.2821
62071260,18211,18277,61.97065
62071261,18211,18157,75.97155
62071262,18292,18291,33.30415
62071263,18349,18292,43.2246
62071264,18373,18349,17.28984
62071269,18408,18383,20.70408
62071274,18277,18348,61.64293
62071275,18277,18332,61.97065
62071278,18407,18157,220.22553
62071280,18546,18407,239.00153
62071281,18257,18276,111.34981
62071282,17781,17749,75.05137
62071283,18000,17781,174.33988
62071284,18000,17806,291.46965
62071285,17806,17580,247.70942
62071286,17864,17806,70.35568
62071287,18120,17781,362.60727
62071288,18199,18120,177.84856
62071289,18200,18120,89.26262
62071290,18210,18119,95.10644
62071291,18199,18000,222.51189
62071292,18210,18199,122.42064
62071293,18315,18210,173.81096
62071294,18257,18200,44.63122
62071295,18438,18257,130.15986
62071297,18430,18200,405.21496
62071298,18418,18165,201.71044
62071299,18165,18025,197.79135
62071300,18164,18165,167.82457
62071301,18430,18315,126.63997
62071302,18418,18315,214.16701
62071303,18417,18418,88.81078
62071305,18458,18458,104.62021
62071309,18793,18680,176.48007
62071312,18546,18438,102.74136
62071313,18635,18546,232.55121
62071315,18489,18709,207.60715
62071316,18793,18762,76.1029
62071317,18908,18793,114.58271
62071319,18952,18908,43.22533
62071321,19310,18952,337.15761
62071323,18873,18759,112.00741
62071325,18718,18728,133.49661
62071326,18635,18554,88.1469
62071327,18718,18635,95.75062
62071328,18979,18635,649.46526
62071329,18853,18826,61.26794
62071330,18853,18718,125.54056
62071331,18930,18853,76.76724
62071332,19023,18980,112.5777
62071333,19023,18929,112.85882
62071334,19051,19023,71.48061
62071338,17816,17826,80.71236
62071339,17920,17816,86.46672
62071341,18061,17920,110.06221
62071342,18061,18060,66.60805
62071346,18256,18164,154.28046
62071347,18252,18133,112.40879
62071348,18386,18417,168.52845
62071349,18557,18417,112.95178
62071350,18252,18256,100.28553
62071351,18386,18256,87.17687
62071352,18416,18386,248.20698
62071353,18684,18557,114.57695
62071354,18599,18557,303.32657
62071355,18557,18586,58.13816
62071356,18689,18684,77.70768
62071357,18684,18633,117.43543
62071358,18416,18599,177.7378
62071359,19215,19088,179.83312
62071360,19093,18916,176.01723
62071361,19184,18954,295.48131
62071362,19166,19184,134.22388
62071363,19270,19184,77.7778
62071364,19166,19038,174.26722
62071365,19269,19166,130.09474
62071366,19225,19093,121.49433
62071367,19184,19225,119.12722
62071368,19225,19249,37.52208
62071369,19361,19249,146.15322
62071370,19311,19269,61.96017
62071371,19433,19311,109.1123
62071372,19092,19037,75.95999
62071373,19165,19092,82.10299
62071374,19269,19092,197.76646
62071375,19345,19306,72.86154
62071376,19248,19165,95.5563
62071377,19279,19165,117.76918
62071378,19322,19279,44.61551
62071379,19278,19279,44.40576
62071380,19322,19345,79.60919
62071381,19377,19322,61.96117
62071382,19565,19434,88.66032
62071383,19451,19361,136.27854
62071384,19565,19361,143.79369
62071385,19451,19311,130.01859
62071386,19721,19451,181.50245
62071387,19617,19565,61.95893
62071388,19813,19721,75.95911
62071389,19377,19224,185.88451
62071391,19654,19345,219.00368
62071393,18763,19122,383.7258
62071394,19148,19122,51.42117
62071395,19025,19071,61.96271
62071396,19122,19196,82.1729
62071397,19224,19196,34.1354
62071398,19148,19224,96.00658
62071399,19505,19224,232.16391
62071400,19370,19287,76.74595
62071401,19183,19070,95.07527
62071402,19052,19070,145.35008
62071403,19277,19183,86.43206
62071405,19276,19277,155.41989
62071406,19183,19370,328.76212
62071407,19405,19370,138.33487
62071408,19370,19505,112.55312
62071409,19858,19505,287.61055
62071410,19825,19720,75.04694
62071411,19405,19299,106.02598
62071412,19360,19405,148.40179
62071413,19360,19277,70.03111
62071415,19539,19449,277.98722
62071416,19511,19616,90.88497
62071417,19701,19511,190.26982
62071418,19701,19812,64.44703
62071419,19883,19721,110.08206
62071420,19933,19883,61.95984
62071423,20140,20085,313.71962
62071424,19981,19933,54.55574
62071425,19813,19654,122.78496
62071426,20158,19813,328.4106
62071427,19859,20158,267.08221
62071428,20158,20140,188.92231
62071429,20280,20158,87.13455
62071430,20345,20250,99.12946
62071431,20280,20345,336.71501
62071432,20658,20422,177.27111
62071433,20345,20455,91.63953
62071434,20590,20455,101.82827
62071435,20448,20590,137.91191
62071436,20288,20280,133.21729
62071437,20532,20448,311.13254
62071438,20532,20448,336.23161
62071439,20649,20532,112.81723
62071440,19505,19859,313.83462
62071441,19896,19859,114.00196
62071442,19859,20288,294.14412
62071443,19825,19896,93.42348
62071444,19932,19825,92.30588
62071445,19858,19932,154.01699
62071447,19896,20015,87.13708
62071450,19858,19701,138.15984
62071454,20288,20687,314.12139
62071456,18931,19133,209.57981
62071457,19133,19121,78.18913
62071458,19121,19024,97.17572
62071459,19121,19114,100.2859
62071460,19133,19258,112.36595
62071462,19867,19486,269.93173
62071463,19147,19177,101.39732
62071464,19006,19147,141.04653
62071465,19132,19147,178.46173
62071466,19344,19268,163.64195
62071467,19904,19344,360.70659
62071468,19268,19247,90.47833
62071469,19268,19753,333.23158
62071470,19164,19132,179.5055
62071471,19247,19132,104.32664
62071472,19069,18859,209.80432
62071473,19217,19069,245.17282
62071474,19164,19069,94.00604
62071475,19710,19164,418.06721
62071476,19247,19711,367.84091
62071477,19376,19344,103.2232
62071478,19954,19376,364.6662
62071479,19711,19753,146.62969
62071480,19753,20128,273.5845
62071481,19710,19711,144.31803
62071483,19728,19710,188.96375
62071484,19867,19376,367.5776
62071485,19924,19867,88.92014
62071486,20192,19867,245.95267
62071487,19954,19924,134.33392
62071488,20191,19924,225.16367
62071490,20191,20192,111.01401
62071491,20384,20192,164.36546
62071494,19904,19954,137.63097
62071495,20190,19954,218.63888
62071496,19753,19904,163.67208
62071497,20128,19904,184.91526
62071498,20190,20191,144.31817
62071499,20287,20190,82.18444
62071501,19980,19953,42.21108
62071502,20163,20151,67.16696
62071504,20173,20163,23.82636
62071505,20189,20173,34.40784
62071506,20362,20189,130.14696
62071507,19980,20189,159.58033
62071509,20364,20384,155.65978
62071511,20715,20287,331.47633
62071512,20287,20364,82.11312
62071513,20610,20364,165.73679
62071514,20173,20219,28.21051
62071515,20363,20275,69.15801
62071516,20362,20363,88.81108
62071518,20362,20361,55.50692
62071519,20363,20499,77.80276
62071523,20737,20649,97.16635
62071524,20737,20649,263.77029
62071525,20790,20888,112.81015
62071526,20888,20658,509.87699
62071538,20728,20742,177.68374
62071541,20736,20746,200.49428
62071542,20747,20461,237.27911
62071543,20746,20747,111.01407
62071545,21036,20746,303.03173
62071547,21001,20864,166.33855
62071550,21036,21153,140.46531
62071551,21036,20983,238.87768
62071552,20736,20384,277.50298
62071553,20715,20736,278.07289
62071554,20686,20715,379.02782
62071555,20958,20863,113.22956
62071556,20847,20848,77.70977
62071557,20715,20847,136.82697
62071559,20907,20847,78.5879
62071562,20809,20686,147.84669
62071563,20833,20810,61.26644
62071564,20833,20923,117.0386
62071565,20785,20872,148.6414
62071566,20957,20958,113.43721
62071567,20958,20983,42.16691
62071568,20983,20957,238.16199
62071569,20952,20907,34.57774
62071570,20957,20907,60.42812
62071571,20957,20952,36.83084
62071572,20952,21104,199.96414
62071573,21243,21141,84.62782
62071574,21185,21113,82.11361
62071575,20872,20809,88.67929
62071576,20906,20872,48.59324
62071580,21204,21173,40.74549
62071584,21186,21153,92.51964
62071590,21983,21604,421.92861
62071592,21707,21898,206.88355
62071594,21243,21284,36.31587
62071595,21104,21185,104.02601
62071596,21230,21185,41.09267
62071597,19475,19474,97.89102
62071599,21250,21204,48.00954
62071601,18952,19217,262.29584
62071602,19217,19728,361.2911
62071603,19309,19310,44.40552
62071604,19709,19310,259.43846
62071605,19267,19309,43.22558
62071606,19309,19320,87.69174
62071608,19320,19257,160.04241
62071610,19104,19146,79.40543
62071611,19104,19176,75.06122
62071613,19257,19146,109.40037
62071614,19502,19475,37.17796
62071616,19709,19728,45.23922
62071617,19626,19709,249.22665
62071618,19649,19626,68.81587
62071619,19474,19257,147.47608
62071620,19474,19473,44.40549
62071621,19649,19474,121.03502
62071625,19051,18930,568.83546
62071626,18979,19051,109.97462
62071631,19856,19980,120.30441
62071636,20257,20113,219.75046
62071637,20137,20150,87.99173
62071638,20150,20344,144.8616
62071639,20361,20277,96.78934
62071640,20361,20520,87.15903
62071641,20150,20257,161.9295
62071642,20347,20257,109.96892
62071646,20137,19923,146.97792
62071648,20346,20137,156.01924
62071649,20162,20256,219.43774
62071650,20256,21398,976.8125
62071651,18599,19215,582.07709
62071654,20035,20162,290.69136
62071657,20623,20113,356.01763
62071658,20551,20623,258.78928
62071659,20809,20975,241.26762
62071661,20826,20727,104.33795
62071662,20834,20826,82.12812
62071663,20855,20733,179.9289
62071664,20855,20834,72.6236
62071665,20826,20820,70.20605
62071666,20551,20820,259.08945
62071667,20933,20877,77.28597
62071668,20877,20855,78.41062
62071669,20975,20933,75.3067
62071670,20933,21172,229.72811
62071671,20834,20931,105.77004
62071672,20826,20931,153.63436
62071673,20820,20940,129.6833
62071674,20931,21029,86.13984
62071675,21261,21103,228.98794
62071676,21250,21203,56.28154
62071677,21323,21250,161.18648
62071678,21213,21322,208.16393
62071679,20940,21213,239.10958
62071680,21213,21531,278.10827
62071681,21531,21542,111.34983
62071682,21531,21752,181.89608
62071683,21398,21261,415.33842
62071684,21261,21572,291.95403
62071685,21618,21628,78.18899
62071686,21398,21628,201.63657
62071694,22169,22266,163.62008
62071695,22169,22299,150.01932
62071696,22299,22296,231.70567
62071698,22296,22244,722.83016
62071699,22503,22554,58.33613
62071702,22296,22422,134.12147
62071704,22422,22706,314.02839
62071707,22773,22706,142.05843
62071735,23689,23616,185.83726
62071736,23556,23422,612.34288
62071737,23860,23556,493.9779
62071740,22568,22700,128.84591
62071741,22568,22613,380.28311
62071744,22690,22568,290.67893
62071745,22690,22868,212.84352
62071747,22576,22391,190.35583
62071748,22623,22576,61.95516
62071750,22613,22576,136.23383
62071761,23555,23447,197.97513
62071762,23447,23546,353.08046
62071764,23595,23555,64.43172
62071769,23932,23764,244.15142
62071770,23932,24037,240.40545
62071774,23851,23888,70.33045
62071775,23760,23932,346.40551
62071776,23851,23957,153.41694
62071777,23888,23689,383.91783
62071778,23888,24029,296.3339
62071779,23689,23627,143.97089
62071780,24029,24068,59.57005
62071782,24068,24390,377.91777
62071784,24068,24326,358.26268
62071785,24390,24472,215.45302
62071788,24390,24739,427.7021
62071790,23901,23976,251.67789
62071791,23901,24057,315.98436
62071792,23976,24013,165.33447
62071793,24057,23976,108.88854
62071797,24057,24251,226.11869
62071801,23595,23842,552.30477
62071802,24631,24492,323.91787
62071813,24083,24223,175.86201
62071816,24223,24492,558.09469
62071824,25273,25317,95.98496
62071825,25290,25317,164.27193
62071827,25240,25273,47.99264
62071828,25290,25273,34.12704
62071829,25240,25290,77.12751
62071830,25317,25400,123.89707
62071833,24973,24631,473.62358
62071834,25376,24973,710.5129
62071835,25233,25221,371.01468
62071837,25251,25233,124.73754
62071841,25426,25425,22.20297
62071843,25221,24973,451.26067
62071844,25221,25380,199.36505
62071855,21983,22220,307.38422
62071856,23343,23316,38.34439
62071858,23092,23085,3.74646
62071861,23019,23002,102.71038
62071862,23019,22922,96.74365
62071863,23090,23019,249.58656
62071864,22860,22844,20.54665
62071866,22894,22860,62.61309
62071870,23052,23091,185.56851
62071874,23091,23092,74.49299
62071878,23316,23091,475.6846
62071881,23678,23597,587.65458
62071882,23605,23597,37.52262
62071883,23615,23597,36.30857
62071884,23615,23605,47.65124
62071888,23663,23716,83.96221
62071889,23085,23096,56.17602
62071890,23096,23095,44.40567
62071891,23095,23094,33.30425
62071893,23095,23094,119.73905
62071896,23090,22844,337.52148
62071902,23722,23343,976.92637
62071909,23510,22894,1034.85658
62071911,23510,23658,481.19082
62071912,23658,23700,69.07417
62071914,23707,23622,476.01449
62071916,23678,23615,275.10666
62071917,23788,23823,309.93765
62071919,23788,23570,406.60902
62071920,23716,23722,435.56591
62071921,23716,23721,34.40757
62071923,24381,24290,181.79821
62071924,24382,24290,97.24297
62071925,24382,24388,105.65745
62071926,24402,24382,51.16045
62071927,24402,24491,123.25508
62071928,24388,24381,65.00293
62071930,24432,24381,97.25539
62071931,24432,24401,44.58239
62071932,24528,24432,109.33511
62071933,24074,24226,579.08565
62071935,23856,23722,266.27094
62071941,23856,23918,80.90248
62071943,23954,23991,210.37212
62071944,23974,23892,113.52845
62071945,23918,23956,93.11901
62071946,23974,23991,38.39753
62071947,23956,23974,90.93952
62071948,23991,24071,108.68082
62071949,23956,24042,119.20008
62071952,24226,24166,347.83323
62071955,24226,24461,553.96745
62071956,24368,24369,233.1295
62071958,24368,24364,38.20104
62071959,24368,24394,34.57638
62071960,24394,24364,65.73196
62071964,24695,24402,385.64695
62071965,24847,24861,85.35504
62071967,24694,24722,146.7025
62071968,24694,24841,164.57694
62071969,24722,24745,51.42072
62071971,24745,24792,122.52805
62071972,24792,24811,57.93331
62071974,24805,24811,5.59813
62071975,5233,5236,7.80975
62071976,24811,24992,223.49443
62071977,24804,24490,345.89842
62071981,24861,24908,98.48542
62071982,24861,24907,198.18542
62071984,24907,24916,374.55891
62071985,25454,25376,313.52443
62071986,24722,25454,928.26064
62071988,24394,24708,355.811
62071989,17135,16642,702.79382
62071990,24907,24906,44.40567
62071991,24906,24922,399.74425
62071992,24922,24821,121.0151
62071994,24810,24840,139.97619
62071996,24921,24922,111.01404
62071997,24928,24921,4.27618
62071999,24840,24887,100.66035
62072000,24840,24894,88.67486
62072001,24906,25110,288.0699
62072007,25139,25076,217.72177
62072008,25139,25328,281.80373
62072009,25453,25506,68.27857
62072010,25328,25506,226.78708
62072012,23666,23658,37.52477
62072014,23700,23702,126.14946
62072015,23700,23867,520.94259
62072016,23867,23899,65.3982
62072020,23707,23841,209.72458
62072025,23824,24000,249.66751
62072037,25260,25398,440.16139
62072038,25260,24780,789.27099
62072040,25469,25260,249.26195
62072043,24780,24635,178.28733
62072048,23860,23901,181.87222
62072049,25657,25426,362.48953
62072051,25656,25657,11.10148
62072052,25656,25425,237.56435
62072054,25824,25656,326.84907
62072056,25561,25376,261.80284
62072057,25561,25703,200.69214
62072061,25832,25843,67.16698
62072064,25667,25545,275.88298
62072070,25997,25936,348.04955
62072071,25936,26074,162.16607
62072072,25843,26011,190.51134
62072073,25832,26090,305.46538
62072074,26277,26217,183.41048
62072075,26153,26113,169.00043
62072076,26103,26058,87.07248
62072077,26103,25884,281.45352
62072078,26153,26103,69.06283
62072079,26318,26315,46.79956
62072080,26318,26293,98.94123
62072081,26318,26348,34.57175
62072082,26356,26355,19.17479
62072083,26462,26392,96.59782
62072084,26232,26153,117.63633
62072085,26232,26363,365.22194
62072086,26277,26232,69.06223
62072087,26293,26277,20.54384
62072088,26326,26293,61.63141
62072089,26326,26532,339.40597
62072090,26356,26326,41.08751
62072092,25585,25654,225.27379
62072093,25458,25654,244.43385
62072094,25654,25506,310.58182
62072095,25790,25653,762.85094
62072098,25599,25095,953.73936
62072099,25599,25653,56.42058
62072100,25653,25842,239.82403
62072101,25842,25883,63.15658
62072102,25842,25791,64.69172
62072104,25883,25977,117.65553
62072105,26213,26201,101.39742
62072107,26263,25977,424.23517
62072108,26263,26333,485.72128
62072109,26416,26263,239.32958
62072110,26493,26416,291.88891
62072111,26543,26522,56.27636
62072112,26500,26472,65.29931
62072113,26436,26326,159.49808
62072114,26436,26356,117.63454
62072115,26436,26459,86.31019
62072116,26462,26436,41.08722
62072118,26462,26490,90.50023
62072119,26500,26462,48.58441
62072120,26543,26528,34.13576
62072121,26500,26528,61.63056
62072122,26528,26500,119.01596
62072123,26532,26554,56.27725
62072124,26532,26557,62.11325
62072125,26557,26494,143.22285
62072126,26557,26581,42.2081
62072127,26581,26650,132.09852
62072128,26721,26723,138.2247
62072129,26581,26680,159.51435
62072130,26650,26727,109.1111
62072131,26721,27315,1071.49599
62072132,26661,26491,888.25876
62072133,26650,26629,95.30367
62072134,26632,26661,438.66965
62072136,26850,26736,153.50978
62072138,26473,26461,79.60975
62072139,26420,26473,96.10093
62072140,26441,26493,66.71436
62072141,26530,26493,92.39795
62072142,26473,26633,271.35111
62072143,26689,26633,87.91669
62072144,26633,26686,405.71407
62072145,26798,26748,140.33394
62072146,26798,27040,371.94096
62072147,26748,26689,79.12982
62072149,26720,26686,79.40375
62072150,26686,26621,211.91629
62072151,26779,26774,53.52356
62072152,26826,26790,93.43024
62072153,26882,26850,85.05467
62072155,26850,26849,22.20281
62072156,26849,26798,200.99448
62072159,26826,26848,42.21091
62072160,27105,27085,136.03685
62072161,27085,27012,333.1551
62072162,27085,27097,90.47837
62072163,27097,27096,111.01385
62072165,25791,25782,51.17433
62072167,25977,26093,178.12304
62072168,25976,25996,90.47848
62072169,25915,25795,134.50962
62072170,25915,25959,160.79315
62072173,25996,25915,89.2585
62072174,26213,26140,95.09493
62072175,26248,26213,217.21055
62072176,25996,26139,176.08357
62072183,26139,26248,148.63666
62072184,26248,26333,114.55991
62072185,26333,26398,91.52138
62072186,26398,26421,250.93772
62072188,26216,26421,312.83992
62072189,26421,26489,154.31953
62072190,26398,26530,350.63682
62072191,26621,26530,129.24858
62072192,26621,26656,337.05655
62072193,26421,26542,195.52409
62072195,26621,26746,186.86743
62072196,26746,26755,142.20432
62072197,26746,26779,48.59356
62072198,26779,26790,20.54699
62072199,26790,26826,237.66546
62072200,26542,26656,163.78907
62072201,26656,26678,25.93604
62072202,26678,26685,134.3339
62072203,26678,26889,276.87393
62072208,26889,27005,153.73254
62072209,26745,26888,181.55534
62072211,27005,26986,92.52071
62072212,27005,27086,163.83592
62072213,26888,26986,121.03689
62072214,26986,27056,348.3371
62072215,27078,27086,313.83417
62072216,27086,27118,44.11182
62072217,27118,27128,123.33316
62072221,26458,26510,126.4415
62072222,26510,26537,132.67863
62072225,26537,26580,146.32229
62072227,26580,26591,215.03805
62072229,26669,26670,90.1007
62072230,26669,26537,197.51241
62072231,26697,26669,119.29855
62072232,26670,26753,171.94686
62072233,26753,26799,239.64973
62072236,26649,26697,82.20134
62072237,26579,26609,446.25511
62072239,26261,26527,556.62122
62072240,26527,26906,527.95345
62072241,26527,26579,190.54684
62072242,26579,26838,378.76286
62072243,26697,26913,309.84886
62072245,26887,26836,126.44434
62072246,26836,27011,248.29623
62072247,26887,26907,24.03382
62072248,26907,26974,128.48783
62072249,24166,23918,337.46741
62072250,27004,27042,76.77981
62072251,27011,27207,394.40754
62072252,27004,27051,173.81611
62072253,27011,27042,136.29489
